idx,void_id,void_ra_deg,void_dec_deg,void_z,r_eff_mpc,theta_void_deg,n_center,n_edge,n_total_RM,center_abs_RM_mean,edge_abs_RM_mean,center_abs_RM_median,edge_abs_RM_median,center_RM_mad,edge_RM_mad,LRI_abs,LRI_mad,PVGU_VOID_RM_index,agn_count_0.5R,agn_z_median_0.5R,agn_count_1.0R,agn_z_median_1.0R,agn_count_1.5R,agn_z_median_1.5R,agn_count_2.0R,agn_z_median_2.0R,agn_count_3.0R,agn_z_median_3.0R,agn_inner_count_0.5_1.0R,agn_shell_count_0.5_1.0R,agn_inner_density_0.5_1.0R,agn_shell_density_0.5_1.0R,agn_shell_contrast_0.5_1.0R,agn_inner_count_1.0_1.5R,agn_shell_count_1.0_1.5R,agn_inner_density_1.0_1.5R,agn_shell_density_1.0_1.5R,agn_shell_contrast_1.0_1.5R,agn_inner_count_1.0_2.0R,agn_shell_count_1.0_2.0R,agn_inner_density_1.0_2.0R,agn_shell_density_1.0_2.0R,agn_shell_contrast_1.0_2.0R,agn_inner_count_1.5_3.0R,agn_shell_count_1.5_3.0R,agn_inner_density_1.5_3.0R,agn_shell_density_1.5_3.0R,agn_shell_contrast_1.5_3.0R,agn_large_count_2.0R,agn_large_density_2.0R,agn_large_count_3.0R,agn_large_density_3.0R,agn_large_count_5.0R,agn_large_density_5.0R,agn_large_count_8.0R,agn_large_density_8.0R,agn_weight_near_0.5R,agn_weight_far_0.5R,agn_weight_zmatch005_0.5R,agn_weight_zmatch010_0.5R,agn_weight_near_1.0R,agn_weight_far_1.0R,agn_weight_zmatch005_1.0R,agn_weight_zmatch010_1.0R,agn_weight_near_1.5R,agn_weight_far_1.5R,agn_weight_zmatch005_1.5R,agn_weight_zmatch010_1.5R,agn_weight_near_2.0R,agn_weight_far_2.0R,agn_weight_zmatch005_2.0R,agn_weight_zmatch010_2.0R,agn_weight_near_3.0R,agn_weight_far_3.0R,agn_weight_zmatch005_3.0R,agn_weight_zmatch010_3.0R,void_nn1_angle_deg,void_nn5_mean_angle_deg,void_nn10_mean_angle_deg,void_isolation_index,void_network_count_3R_dz0.02,void_network_weight_3R_dz0.02,void_network_count_3R_dz0.05,void_network_weight_3R_dz0.05,void_network_count_3R_dz0.1,void_network_weight_3R_dz0.1,PCA1,PCA2,KMEANS_CLUSTER,PVGU_Z,ISO_Z,AGN_Z,NET_Z,TOPOCLASS_SCORE,TOPOCLASS_QUINTILE
617,2124,37.399,3.74,0.5,32.345,0.8659962562386203,3,3,6,8.366666666666665,17.716666666666665,4.4,21.4,4.299539999999999,18.90315,0.3584664536741077,0.6293929712459795,0.4532907348242628,75,1.508,244,1.5790000000000002,535,1.588,954,1.5865,2024,1.5565,75,169,127.33252551115108,95.6408747172646,-0.1421319796954308,244,291,103.56378741573624,98.81003979665329,-0.0234899328859057,244,710,103.56378741573624,100.45121456990807,-0.015256588072122,535,1489,100.9228165162457,93.62870641289088,-0.0374919198448608,954,101.22935778136512,2024,95.45223393872958,6161,104.59942528989356,14706,97.52875625869729,31.769763634942294,115.556,2.170701430963444,3.8625021152694687,101.10981932114086,386.92500000000007,7.370317164743229,12.886435303283406,219.34361773751343,855.424,12.183889465475854,23.181610563132185,392.3014991538531,1521.2040000000002,22.545577401168902,41.2507049490073,831.6539685812251,3244.069,42.38747077222659,79.99188372927127,5.177526560731828,6.870377510829973,8.460202723783398,7.933495625792806,0,0.0,0,0.0,0,0.0,-3.5361802854961155,2.1753051635189378,0,1.890369559144808,5.317940290765752,-0.6201452703694865,-0.7881670418751936,8.61662216215524,T5_ANOMALO
74,2629,163.369,-0.928,0.488,39.254,1.0768196189896455,3,6,9,12.15,17.616666666666664,13.25,16.15,11.26776,6.30105,0.1836506159014495,-0.2827004219409122,0.0204277526566228,103,1.283,397,1.363,866,1.362,1419,1.386,2618,1.4,103,294,113.09969253381102,107.60941619721828,-0.0248756218905471,397,469,108.98198528136643,102.9975840744803,-0.0282310282310282,397,1022,108.98198528136643,93.51770693329682,-0.0763669227293263,866,1752,105.65731794420748,71.25158623489281,-0.1944827586206885,1419,97.38377652031424,2618,79.85301916222147,5233,57.46123213877991,10289,44.13238533375234,52.11108924625067,143.266,2.7957704130856857,6.855797836058302,193.29866361979356,561.8230000000001,10.24973684331882,24.458856593892847,421.8285837674538,1212.986,30.52684361056206,60.43600125916856,682.4757872639634,1999.604,47.94113663295808,96.1224800761081,1252.0124237898526,3720.106,92.17603183725318,183.09569194837255,7.986818000040401,10.394022397403411,11.46744456711593,9.652519525179365,0,0.0,0,0.0,0,0.0,-4.089730766623659,0.22928630571098108,0,-0.20016779701011156,6.825802269925576,-0.5737491758617689,-0.7881670418751936,7.9875506906524265,T5_ANOMALO
53,17574,207.941,28.323,0.454,26.026,0.7674152690556838,3,5,8,10.166666666666666,18.04,8.299999999999999,12.6,2.965199999999997,20.60814,0.2791302292602123,0.7484276729559435,0.4433843345537182,26,2.1225,105,1.666,232,1.7,458,1.8075,997,1.7,26,79,56.21116607490525,56.93182205022455,0.0063694267515922,105,127,56.75165805639472,54.9139853193305,-0.0164569215876088,105,353,56.75165805639472,63.59788982192806,0.0568862275449097,232,765,55.73072875802571,61.25575790214033,0.0472279260780283,458,61.88633188054472,997,59.87450061611168,2670,57.72454362307578,8117,68.54958458984464,11.244921596909217,46.177,0.3180065558722648,0.7792009751155855,47.26201297907866,163.21,4.6641935088832005,7.355759587770453,104.20415255360116,377.221,10.05073402684073,16.480889288937135,205.20194870007032,758.642,18.12960498645229,30.748207062061184,439.6705154185024,1624.967,32.12829621624942,60.77468975337342,2.524666932392829,4.037004032329306,5.514401218049484,5.260520861529952,0,0.0,0,0.0,0,0.0,-2.44021272129988,1.9389808113364009,0,1.842526013533933,2.9733091197134214,-0.6626166197224729,-0.7881670418751936,6.266618794845021,T5_ANOMALO
962,254,232.596,0.99,0.322,28.823,1.1982906577651158,4,5,9,14.15,29.52,11.750000000000002,13.4,9.6369,20.90466,0.3519578658117619,0.3689320388349393,0.357898826369874,39,1.599,173,1.5555,392,1.673,677,1.6065,1533,1.6245,39,134,34.58202168452799,39.606759878006415,0.0677290836653377,173,219,38.3505753296368,38.83827050723912,0.0063182079264789,173,504,38.3505753296368,37.242177198722445,-0.0146627565982402,392,1141,38.62151709497143,37.47206718143061,-0.0151057401812687,677,37.51927673145104,1533,37.759429659815815,3788,33.58889695922873,8819,30.5467597391679,18.787113593373373,59.699000000000005,1.251610634913387,2.660931441439326,83.85921598136841,258.052,4.728273618885723,10.503159260299515,179.33168643936474,634.3019999999999,12.131653358370125,23.93069115667114,315.96360708052254,1069.848,23.99799834444461,47.2617271435662,715.2160389242505,2375.219,47.93591444579826,98.13507706907616,4.832172982178409,6.537897419337993,7.792911955369172,5.4560196868480215,0,0.0,0,0.0,0,0.0,-2.4812018452080187,1.5459160086771422,0,1.429668699255666,3.144793207731465,-0.6401895045525791,-0.7881670418751936,6.002818453414903,T5_ANOMALO
105,276,118.041,47.108,0.489,55.279,1.5133179460770971,4,14,18,8.024999999999999,13.642857142857144,7.85,11.25,8.8956,8.673210000000001,0.2592714686006145,-0.0126582278481004,0.1640960748435642,200,1.6110000000000002,790,1.582,1761,1.56,3174,1.544,6477,1.541,200,590,111.19358938425766,109.34036289452004,-0.0084033613445378,790,971,109.80366951695444,107.96897529211418,-0.0084248149093694,790,2384,109.80366951695444,110.4522987883626,0.0029448885149347,1761,4716,108.78439494759874,97.1090680622517,-0.0567056705670563,3174,110.29014147051058,6477,100.02789978358844,15431,85.791413889424,35277,76.61281743571206,83.98500504475788,322.121,4.206977127631613,9.28914642725564,338.8730269022734,1238.575,20.406144165249053,39.96246793103662,760.3475336993522,2735.007,48.043568624592965,90.1519987659369,1374.245440427188,4897.472,100.41016457737892,177.19108335038084,2801.9164145370114,9986.96,200.15186088248487,357.1700859900528,6.719143840806968,10.06258865016366,11.254056445557648,6.6493552635398165,0,0.0,0,0.0,0,0.0,-2.8022415617734753,0.7197178471651496,0,0.4936868563119963,4.19154150780713,-0.44829750038017563,-0.7881670418751936,5.921692906374496,T5_ANOMALO
569,2567,134.088,1.446,0.535,46.205,1.156149660407882,3,4,7,15.266666666666667,20.975,14.4,18.85,1.186080000000001,11.71254,0.1575074729822904,0.8160919540229252,0.3880120413465125,153,1.363,474,1.325,1035,1.319,1762,1.285,3789,1.267,153,321,145.73821216571358,101.92149478255784,-0.1769230769230763,474,561,112.8756741283468,106.8746889215233,-0.0273081924577371,474,1288,112.8756741283468,102.23900722736332,-0.0494464944649444,1035,2754,109.5417934578893,97.15880811047572,-0.0599078341013821,1762,104.8981739526092,3789,100.25455444732911,8374,79.76547638403171,15220,56.63132121022673,72.09649352413629,206.194,7.510697899066002,14.581209328457826,226.85551205287737,641.703,20.638373461422265,42.07055405419789,485.0213253715554,1426.149,47.69195364834611,92.92299662540916,824.0978866939613,2418.127,72.66714976676408,145.02977725697306,1777.755801881341,5164.4220000000005,159.0598845573648,317.5911044749139,4.017352237851367,5.913096722490758,7.627236773500407,5.114473432790303,0,0.0,0,0.0,0,0.0,-2.2930006923056663,1.6745193850790883,0,1.57510225078585,2.845201904316849,-0.5500605354635686,-0.7881670418751936,5.758531732441461,T5_ANOMALO
719,5613,13.867,22.865,0.598,58.346,1.306137104784758,3,5,8,5.533333333333332,27.28,6.199999999999996,15.0,1.3343400000000083,31.72764,0.6627387240958759,0.919282511210734,0.7525290495860761,145,1.568,555,1.613,1210,1.6575,2173,1.597,4912,1.587,145,410,108.21826994426162,101.99882914286728,-0.0295857988165679,555,655,103.55368934321586,97.76960939791913,-0.0287303058387394,555,1618,103.55368934321586,100.63055216656052,-0.0143161742308863,1210,3702,100.34031159582878,102.33053265227495,0.0098199672667757,2173,101.36133646072436,4912,101.83297738816344,13375,99.82202486237924,31375,91.46951022363169,59.256191502759705,240.428,3.2131956149815712,7.316567068691095,220.2973483879268,932.053,12.253115886396987,23.103378400317556,489.38355858688095,2016.492,25.38627432870804,51.68088768585453,889.8733513539628,3548.244,55.47425860534207,110.04786028111748,2015.227082412348,7958.452999999999,119.9123068751648,240.98264083333905,2.3543477795517616,4.1798666318548205,5.258407482885764,3.2001744813309103,1,0.0055165644207607,1,0.1249302121985824,1,0.3534546819587802,-1.5521992341779085,3.291602496202143,0,3.335558686359533,1.1660521224661156,-0.5255308782464972,-0.7237342727639228,5.750875959836069,T5_ANOMALO
579,7249,125.594,35.303,0.656,67.305,1.3734800405060426,3,8,11,5.833333333333333,16.6375,3.1,13.25,3.7065,18.23598,0.4808084554051335,0.6621621621621321,0.544282252770083,200,1.576,857,1.592,1796,1.5845,3265,1.597,7127,1.616,200,657,134.98807654114609,147.81194381255497,0.0453460620525058,857,939,144.60597699470276,126.75380387213626,-0.0657878373336644,857,2408,144.60597699470276,135.43803679628326,-0.0327374974894555,1796,5331,134.68810303772136,133.2632288964537,-0.0053176602294989,3265,137.73002184588813,7127,133.61944743177062,18317,123.62882990020866,45208,119.1902532084401,83.08589410803832,326.456,7.762861280810755,12.765516260664429,354.09748362527495,1415.507,19.326049430754978,39.53164475298805,750.7355115995936,2914.526,36.51904174574032,81.5557276064607,1367.1377019314568,5271.473,69.70883857849114,154.91246349680273,2968.781914235005,11624.328,152.29479114844122,329.56143766820827,3.174948038817757,6.037936427261309,7.300755737647866,4.396086036337525,1,5.545159943217695e-05,1,0.0198410947443702,1,0.140858420921045,-1.9365009539191718,2.386433689643542,0,2.329818472993737,2.215059972139341,-0.44339156893676135,-0.7237342727639228,5.7120042868337615,T5_ANOMALO
1166,6465,23.606,-4.958,0.217,16.901,1.0426331555521386,3,5,8,6.333333333333333,32.61999999999999,5.9,30.1,9.6369,6.523440000000003,0.6748245764162071,-0.1926605504587034,0.3712047820099884,82,1.581,269,1.629,564,1.697,1060,1.653,2311,1.655,82,187,96.04193655243373,73.00748835489881,-0.1362586605080823,269,295,78.76610040428254,69.10334459260476,-0.0653465346534649,269,791,78.76610040428254,77.20444289936492,-0.0100125156445556,564,1747,73.39790273112821,75.78376836364124,0.0159930212271007,1060,77.59485727559432,2311,75.18730195551299,7050,82.57264057251923,18973,86.8046714085997,35.48623381459388,125.447,1.1429974536959548,2.007046870676518,113.07558009733484,433.281,4.455556903256667,7.823812493257428,226.57688213767412,969.16,6.695369798162579,12.088134272532727,429.9785737756562,1795.114,11.871950648182343,22.754262257191407,944.2421090753556,3860.813,19.88162730894167,42.725963530162005,1.9352297475290856,5.242383042788659,6.649521760548818,5.028022574255722,1,0.2592402606458915,1,0.5827482523739898,1,0.7633794943368533,-2.251003860615164,1.5868972837190645,0,1.4939305984499622,2.7693705196010585,-0.6160803557449434,-0.7237342727639228,5.603115746559887,T5_ANOMALO
923,16321,235.452,50.935,0.411,30.715,1.0004319688384404,3,5,8,17.733333333333338,35.46,14.7,26.6,21.94248,61.23138,0.3332497806742636,0.4723707664884079,0.3819421257092141,103,1.444,381,1.546,906,1.6015,1616,1.593,3601,1.588,103,278,131.03044651825775,117.88499719118336,-0.0528109028960815,381,525,121.17135952295196,133.57472703317538,0.0486891385767787,381,1235,121.17135952295196,130.9244348301362,0.0386879730866272,906,2695,128.06211925085387,126.97844421672228,-0.0042490301126917,1616,128.48616600334014,3601,127.24936297525517,10069,128.0918025235279,27543,136.8693715280785,43.34920636710443,162.245,0.4980545044071928,2.2002737206047382,156.35700969417172,616.192,7.383404408893799,13.41890742332912,368.6337003011732,1491.626,14.908595351001123,27.307431710017877,665.7300309235793,2635.637,26.89727229206113,52.76333101729888,1495.5971760382436,5807.986999999999,57.18116971217395,115.74019629783702,3.3511821942471536,4.778060325504771,5.589074541580568,4.775997243518317,0,0.0,0,0.0,0,0.0,-2.1604174946752988,1.6204044943758376,0,1.5457872344614307,2.548303544243866,-0.5681423970692954,-0.7881670418751936,5.450400217649786,T5_ANOMALO
